college,sport,city,division,enrollment_male,enrollment_female,enrollment_total,college_type,gender,participants_male,participants_female,opexp_per_male,opexp_per_male_team,opexp_per_female,opexp_per_female_team, revenue_male,revenue_female,expense_male,expense_female
SUNY Westchester Community College,Soccer,Valhalla,NJCAA Division III,"3,645","3,714","7,359","Public, 2-year",Men,22,,$526 ,"$11,567 ",,,"$23,985 ",,"$23,985 ",
CUNY Medgar Evers College,Soccer,Brooklyn,NCAA Division III (without football),"1,233","3,011","4,244","Public, 4-year or above",Men,22,,$693 ,"$15,240 ",,,"$23,838 ",,"$23,838 ",
Albany College of Pharmacy and Health Sciences,Soccer,Albany,Other,423,632,"1,055","Private nonprofit, 4-year or above",Men,24,,$606 ,"$14,535 ",,,"$24,190 ",,"$22,120 ",
Orange County Community College,Soccer,Middletown,Other,"1,502","1,793","3,295","Public, 2-year",Men,24,,$563 ,"$13,511 ",,,"$22,360 ",,"$21,739 ",
Jefferson Community College,Soccer,Watertown,NJCAA Division III,898,"1,234","2,132","Public, 2-year",Men,23,,$539 ,"$12,400 ",,,"$21,508 ",,"$21,508 ",
Hudson Valley Community College,Soccer,Troy,NJCAA Division III,"3,578","2,594","6,172","Public, 2-year",Men,24,,$542 ,"$13,008 ",,,"$21,015 ",,"$21,015 ",
Dutchess Community College,Soccer,Poughkeepsie,NJCAA Division III,"2,316","2,289","4,605","Public, 2-year",Men,21,,$531 ,"$11,161 ",,,"$23,946 ",,"$20,936 ",
Davis College,Soccer,Johnson City,Other,117,88,205,"Private nonprofit, 4-year or above",Men,15,,$772 ,"$11,582 ",,,"$20,082 ",,"$20,082 ",
Corning Community College,Soccer,Corning,NJCAA Division III,863,"1,080","1,943","Public, 2-year",Men,21,,$676 ,"$14,201 ",,,"$15,326 ",,"$20,012 ",
Fulton-Montgomery Community College,Soccer,Johnstown,NJCAA Division III,713,804,"1,517","Public, 2-year",Men,21,,$505 ,"$10,612 ",,,"$26,930 ",,"$18,179 ",
CUNY Bronx Community College,Soccer,Bronx,NJCAA Division III,"3,061","3,769","6,830","Public, 2-year",Men,19,,$481 ,"$9,138 ",,,"$18,138 ",,"$18,138 ",
Clinton Community College,Soccer,Plattsburgh,NJCAA Division III,431,480,911,"Public, 2-year",Men,17,,$588 ,"$10,000 ",,,"$16,950 ",,"$16,950 ",
CUNY Kingsborough Community College,Soccer,Brooklyn,NJCAA Division III,"4,767","5,398","10,165","Public, 2-year",Men,22,,$394 ,"$8,670 ",,,"$15,337 ",,"$16,403 ",
CUNY Queensborough Community College,Soccer,Bayside,NJCAA Division III,"4,558","4,966","9,524","Public, 2-year",Men,33,,$210 ,"$6,942 ",,,"$16,152 ",,"$16,152 ",
Saint John Fisher College,Soccer,Rochester,NCAA Division III (with football),"1,078","1,581","2,659","Private nonprofit, 4-year or above",Women,,45,,,$799 ,"$35,973 ",,"$119,021 ",,"$119,021 "
Hobart William Smith Colleges,Soccer,Geneva,NCAA Division III (with football),"1,094","1,248","2,342","Private nonprofit, 4-year or above",Women,,44,,,"$1,381 ","$60,778 ",,"$230,859 ",,"$230,859 "
Roberts Wesleyan College,Soccer,Rochester,NCAA Division II (without football),385,834,"1,219","Private nonprofit, 4-year or above",Women,,43,,,"$1,295 ","$55,670 ",,"$291,687 ",,"$291,687 "
New York University,Soccer,New York,NCAA Division III (without football),"10,184","13,266","23,450","Private nonprofit, 4-year or above",Women,,36,,,"$4,141 ","$149,067 ",,"$308,231 ",,"$303,551 "
Jamestown Community College,Soccer,Jamestown,NJCAA Division III,"1,095","1,377","2,472","Public, 2-year",Women,,35,,,$835 ,"$29,237 ",,"$37,398 ",,"$37,398 "
Saint Joseph's College-New York,Soccer,Brooklyn,NCAA Division III (without football),"1,103","2,118","3,221","Private nonprofit, 4-year or above",Women,,34,,,"$1,459 ","$49,609 ",,"$80,027 ",,"$80,027 "
The College of Saint Rose,Soccer,Albany,NCAA Division II (without football),852,"1,655","2,507","Private nonprofit, 4-year or above",Women,,33,,,"$2,123 ","$70,071 ",,"$560,723 ",,"$560,723 "
Monroe College,Soccer,Bronx,Other,"1,858","2,910","4,768","Private for-profit, 4-year or above",Women,,32,,,"$5,865 ","$187,693 ",,"$591,157 ",,"$591,157 "
Stony Brook University,Soccer,Stony Brook,NCAA Division I-AA,"8,253","6,890","15,143","Public, 4-year or above",Women,,31,,,"$3,407 ","$105,611 ",,"$928,875 ",,"$755,077 "
Pace University-New York,Soccer,New York,NCAA Division II (with football),"2,857","4,362","7,219","Private nonprofit, 4-year or above",Women,,31,,,"$2,061 ","$63,890 ",,"$573,814 ",,"$569,389 "
Colgate University,Soccer,Hamilton,NCAA Division I-AA,"1,305","1,558","2,863","Private nonprofit, 4-year or above",Women,,30,,,"$4,712 ","$141,361 ",,"$1,103,573 ",,"$1,103,573 "
Wagner College,Soccer,Staten Island,NCAA Division I-A,657,"1,105","1,762","Private nonprofit, 4-year or above",Women,,30,,,"$2,192 ","$65,767 ",,"$650,800 ",,"$649,716 "
Marist College,Soccer,Poughkeepsie,NCAA Division I-AA,"1,993","2,879","4,872","Private nonprofit, 4-year or above",Women,,30,,,"$2,313 ","$69,375 ",,"$530,022 ",,"$530,022 "
Cornell University,Soccer,Ithaca,NCAA Division I-AA,"6,976","7,206","14,182","Private nonprofit, 4-year or above",Women,,30,,,"$1,946 ","$58,370 ",,"$320,561 ",,"$320,561 "
Le Moyne College,Soccer,Syracuse,NCAA Division II (without football),"1,104","1,385","2,489","Private nonprofit, 4-year or above",Women,,29,,,"$1,354 ","$39,271 ",,"$231,627 ",,"$230,048 "
University of Rochester,Soccer,Rochester,NCAA Division III (with football),"2,958","2,953","5,911","Private nonprofit, 4-year or above",Women,,29,,,"$2,796 ","$81,092 ",,"$182,694 ",,"$182,694 "
Union College,Soccer,Schenectady,NCAA Division III (with football),"1,193","1,009","2,202","Private nonprofit, 4-year or above",Women,,29,,,"$2,707 ","$78,500 ",,"$210,057 ",,"$162,743 "
SUNY College at Cortland,Soccer,Cortland,NCAA Division III (with football),"2,631","3,572","6,203","Public, 4-year or above",Women,,29,,,"$1,746 ","$50,632 ",,"$138,063 ",,"$138,063 "
Houghton College,Soccer,Houghton,NCAA Division III (without football),352,641,993,"Private nonprofit, 4-year or above",Women,,29,,,"$1,441 ","$41,785 ",,"$80,137 ",,"$80,137 "
SUNY at Binghamton,Soccer,Vestal,NCAA Division I-AAA,"6,746","6,160","12,906","Public, 4-year or above",Women,,28,,,"$2,532 ","$70,885 ",,"$578,763 ",,"$576,315 "
Mercy College,Soccer,Dobbs Ferry,NCAA Division II (without football),"1,636","3,474","5,110","Private nonprofit, 4-year or above",Women,,28,,,"$2,298 ","$64,341 ",,"$251,622 ",,"$201,584 "
Rochester Institute of Technology,Soccer,Rochester,Other,"8,188","4,003","12,191","Private nonprofit, 4-year or above",Women,,28,,,"$1,404 ","$39,309 ",,"$179,296 ",,"$179,296 "
State University of New York at New Paltz,Soccer,New Paltz,NCAA Division III (without football),"2,299","3,751","6,050","Public, 4-year or above",Women,,28,,,$697 ,"$19,510 ",,"$167,064 ",,"$167,064 "
St Lawrence University,Soccer,Canton,NCAA Division III (with football),"1,065","1,215","2,280","Private nonprofit, 4-year or above",Women,,28,,,"$1,389 ","$38,884 ",,"$143,073 ",,"$143,073 "
Monroe Community College,Soccer,Rochester,NJCAA Division I,"4,504","4,859","9,363","Public, 2-year",Women,,28,,,$838 ,"$23,466 ",,"$176,456 ",,"$141,080 "
SUNY College at Geneseo,Soccer,Geneseo,NCAA Division III (without football),"2,278","3,136","5,414","Public, 4-year or above",Women,,28,,,"$1,881 ","$52,668 ",,"$125,581 ",,"$119,478 "
SUNY College at Brockport,Soccer,Brockport,NCAA Division III (with football),"2,904","3,400","6,304","Public, 4-year or above",Women,,28,,,"$1,135 ","$31,790 ",,"$61,017 ",,"$61,017 "
Farmingdale State College,Soccer,Farmingdale,NCAA Division III (without football),"3,701","2,451","6,152","Public, 4-year or above",Women,,28,,,$785 ,"$21,972 ",,"$57,472 ",,"$57,472 "
Hofstra University,Soccer,Hempstead,NCAA Division I-AAA,"2,970","3,460","6,430","Private nonprofit, 4-year or above",Women,,27,,,"$4,334 ","$117,022 ",,"$1,264,425 ",,"$1,264,425 "
St John's University-New York,Soccer,Queens,NCAA Division I-AAA,"4,884","5,671","10,555","Private nonprofit, 4-year or above",Women,,27,,,"$4,017 ","$108,449 ",,"$1,208,417 ",,"$1,208,417 "
Canisius College,Soccer,Buffalo,NCAA Division I-AAA,"1,251","1,449","2,700","Private nonprofit, 4-year or above",Women,,27,,,"$2,260 ","$61,020 ",,"$532,035 ",,"$532,035 "
SUNY at Albany,Soccer,Albany,NCAA Division I-AA,"6,228","5,867","12,095","Public, 4-year or above",Women,,27,,,"$2,573 ","$69,474 ",,"$493,942 ",,"$493,721 "
Adelphi University,Soccer,Garden City,NCAA Division II (without football),"1,403","3,173","4,576","Private nonprofit, 4-year or above",Women,,27,,,"$3,292 ","$88,893 ",,"$432,720 ",,"$432,720 "
Columbia University - NYC,Soccer,New York,NCAA Division I-AA,"3,926","3,570","7,496","Private nonprofit, 4-year or above",Women,,27,,,"$3,702 ","$99,964 ",,"$360,281 ",,"$360,281 "
Ithaca College,Soccer,Ithaca,NCAA Division III (with football),"2,551","3,452","6,003","Private nonprofit, 4-year or above",Women,,27,,,"$2,065 ","$55,753 ",,"$189,993 ",,"$189,993 "
SUNY College at Oswego,Soccer,Oswego,NAIA Division III,"3,316","3,516","6,832","Public, 4-year or above",Women,,27,,,"$1,360 ","$36,716 ",,"$90,476 ",,"$90,242 "
Nazareth College,Soccer,Rochester,NCAA Division III (without football),535,"1,382","1,917","Private nonprofit, 4-year or above",Women,,27,,,"$1,275 ","$34,420 ",,"$99,062 ",,"$90,158 "
Elmira College,Soccer,Elmira,NCAA Division III (without football),358,819,"1,177","Private nonprofit, 4-year or above",Women,,27,,,"$1,134 ","$30,612 ",,"$84,394 ",,"$84,394 "
Syracuse University,Soccer,Syracuse,NCAA Division I-A,"6,394","7,835","14,229","Private nonprofit, 4-year or above",Women,,26,,,"$6,354 ","$165,214 ",,"$941,509 ",,"$1,706,568 "
LIU Brooklyn,Soccer,Brooklyn,NCAA Division I-AAA,"1,312","2,798","4,110","Private nonprofit, 4-year or above",Women,,26,,,"$4,755 ","$123,622 ",,"$930,410 ",,"$930,410 "
Niagara University,Soccer,Niagara University,NCAA Division I-AAA,"1,149","1,669","2,818","Private nonprofit, 4-year or above",Women,,26,,,"$2,478 ","$64,418 ",,"$497,388 ",,"$497,388 "
Daemen College,Soccer,Amherst,NCAA Division II (without football),497,"1,179","1,676","Private nonprofit, 4-year or above",Women,,26,,,"$2,220 ","$57,713 ",,"$209,862 ",,"$206,532 "
SUNY College at Plattsburgh,Soccer,Plattsburgh,NCAA Division III (without football),"2,265","2,813","5,078","Public, 4-year or above",Women,,26,,,"$1,348 ","$35,035 ",,"$148,842 ",,"$145,791 "
Genesee Community College,Soccer,Batavia,NJCAA Division II,"1,060","1,886","2,946","Public, 2-year",Women,,26,,,"$1,115 ","$28,982 ",,"$37,210 ",,"$37,210 "
University at Buffalo,Soccer,Buffalo,NCAA Division I-A,"9,949","8,042","17,991","Public, 4-year or above",Women,,25,,,"$3,958 ","$98,954 ",,"$748,772 ",,"$748,772 "
Siena College,Soccer,Loudonville,NCAA Division I-AAA,"1,428","1,556","2,984","Private nonprofit, 4-year or above",Women,,25,,,"$2,229 ","$55,737 ",,"$721,574 ",,"$721,574 "
Iona College,Soccer,New Rochelle,NCAA Division I-AA,"1,394","1,599","2,993","Private nonprofit, 4-year or above",Women,,25,,,"$1,222 ","$30,556 ",,"$461,057 ",,"$461,057 "
Utica College,Soccer,Utica,NCAA Division III (with football),969,"1,227","2,196","Private nonprofit, 4-year or above",Women,,25,,,"$1,121 ","$28,024 ",,"$127,897 ",,"$123,455 "
D'Youville College,Soccer,Buffalo,NCAA Division III (without football),416,"1,087","1,503","Private nonprofit, 4-year or above",Women,,25,,,$753 ,"$18,814 ",,"$38,468 ",,"$38,468 "
CUNY John Jay College of Criminal Justice,Soccer,New York,NCAA Division III (without football),"4,393","5,826","10,219","Public, 4-year or above",Women,,25,,,$627 ,"$15,673 ",,"$32,424 ",,"$32,424 "
SUNY College of Environmental Science and Forestry,Soccer,Syracuse,Other,919,751,"1,670","Public, 4-year or above",Women,,25,,,$853 ,"$21,328 ",,"$31,863 ",,"$31,724 "
Hudson Valley Community College,Soccer,Troy,NJCAA Division III,"3,578","2,594","6,172","Public, 2-year",Women,,25,,,$878 ,"$21,951 ",,"$29,190 ",,"$29,190 "
Fordham University,Soccer,Bronx,NCAA Division I-AA,"3,667","4,367","8,034","Private nonprofit, 4-year or above",Women,,24,,,"$4,897 ","$117,521 ",,"$1,171,762 ",,"$1,171,762 "
Hamilton College,Soccer,Clinton,NCAA Division III (with football),918,972,"1,890","Private nonprofit, 4-year or above",Women,,24,,,"$1,851 ","$44,414 ",,"$195,052 ",,"$195,052 "
Clarkson University,Soccer,Potsdam,NCAA Division III (without football),"2,201",920,"3,121","Private nonprofit, 4-year or above",Women,,24,,,"$1,228 ","$29,462 ",,"$164,882 ",,"$164,482 "
Rensselaer Polytechnic Institute,Soccer,Troy,NCAA Division III (with football),"3,861","1,695","5,556","Private nonprofit, 4-year or above",Women,,24,,,"$2,526 ","$60,617 ",,"$241,111 ",,"$161,102 "
Skidmore College,Soccer,Saratoga Springs,NCAA Division III (without football),"1,051","1,546","2,597","Private nonprofit, 4-year or above",Women,,24,,,"$1,123 ","$26,941 ",,"$82,342 ",,"$82,342 "
Paul Smiths College of Arts and Science,Soccer,Paul Smiths,Other,570,311,881,"Private nonprofit, 4-year or above",Women,,24,,,"$1,657 ","$39,773 ",,"$69,123 ",,"$69,123 "
College of Mount Saint Vincent,Soccer,Bronx,NCAA Division III (without football),490,"1,087","1,577","Private nonprofit, 4-year or above",Women,,24,,,$748 ,"$17,949 ",,"$31,915 ",,"$31,807 "
LIU Post,Soccer,Brookville,NCAA Division II (with football),"1,317","2,038","3,355","Private nonprofit, 4-year or above",Women,,23,,,"$2,661 ","$61,194 ",,"$421,690 ",,"$421,690 "
Nyack College,Soccer,Nyack,NCAA Division II (without football),544,872,"1,416","Private nonprofit, 4-year or above",Women,,23,,,"$1,256 ","$28,883 ",,"$359,774 ",,"$359,774 "
Dowling College,Soccer,Oakdale,NCAA Division II (without football),562,518,"1,080","Private nonprofit, 4-year or above",Women,,23,,,"$1,076 ","$24,751 ",,"$359,597 ",,"$359,597 "
Molloy College,Soccer,Rockville Centre,NCAA Division II (without football),710,"1,964","2,674","Private nonprofit, 4-year or above",Women,,23,,,"$1,146 ","$26,358 ",,"$271,733 ",,"$265,498 "
SUNY Oneonta,Soccer,Oneonta,NCAA Division III (without football),"2,237","3,474","5,711","Public, 4-year or above",Women,,23,,,"$1,374 ","$31,604 ",,"$110,871 ",,"$110,871 "
Alfred University,Soccer,Alfred,NCAA Division III (with football),928,881,"1,809","Private nonprofit, 4-year or above",Women,,23,,,$906 ,"$20,836 ",,"$105,795 ",,"$105,795 "
SUNY College at Potsdam,Soccer,Potsdam,NCAA Division III (without football),"1,562","2,011","3,573","Public, 4-year or above",Women,,23,,,"$1,195 ","$27,479 ",,"$74,396 ",,"$73,547 "
SUNY College of Technology at Alfred,Soccer,Alfred,NCAA Division III (with football),"2,139","1,187","3,326","Public, 4-year or above",Women,,23,,,"$1,384 ","$31,831 ",,"$61,429 ",,"$69,470 "
The Sage Colleges,Soccer,Troy,NCAA Division III (without football),311,"1,147","1,458","Private nonprofit, 4-year or above",Women,,23,,,"$1,114 ","$25,628 ",,"$72,770 ",,"$63,992 "
SUNY College at Old Westbury,Soccer,Old Westbury,NCAA Division III (without football),"1,494","2,142","3,636","Public, 4-year or above",Women,,23,,,"$1,519 ","$34,933 ",,"$59,181 ",,"$58,982 "
Albany College of Pharmacy and Health Sciences,Soccer,Albany,Other,423,632,"1,055","Private nonprofit, 4-year or above",Women,,23,,,$742 ,"$17,077 ",,"$38,015 ",,"$35,940 "
Manhattan College,Soccer,Riverdale,NCAA Division I-AAA,"1,811","1,465","3,276","Private nonprofit, 4-year or above",Women,,22,,,"$2,888 ","$63,533 ",,"$494,899 ",,"$494,899 "
St. Thomas Aquinas College,Soccer,Sparkill,NCAA Division II (without football),506,580,"1,086","Private nonprofit, 4-year or above",Women,,22,,,"$1,750 ","$38,502 ",,"$272,721 ",,"$253,214 "
SUNY at Fredonia,Soccer,Fredonia,NCAA Division III (without football),"2,174","2,621","4,795","Public, 4-year or above",Women,,22,,,"$2,592 ","$57,027 ",,"$104,774 ",,"$104,774 "
Cazenovia College,Soccer,Cazenovia,NCAA Division III (without football),271,692,963,"Private nonprofit, 4-year or above",Women,,22,,,"$1,361 ","$29,945 ",,"$38,399 ",,"$38,399 "
SUNY College of Technology at Delhi,Soccer,Delhi,NJCAA Division III,"1,432","1,222","2,654","Public, 4-year or above",Women,,22,,,$718 ,"$15,795 ",,"$37,107 ",,"$37,107 "
Medaille College,Soccer,Buffalo,NCAA Division III (without football),561,"1,188","1,749","Private nonprofit, 4-year or above",Women,,22,,,$647 ,"$14,237 ",,"$31,795 ",,"$33,120 "
North Country Community College,Soccer,Saranac Lake,NJCAA Division III,327,557,884,"Public, 2-year",Women,,22,,,$746 ,"$16,422 ",,"$27,772 ",,"$27,772 "
Corning Community College,Soccer,Corning,NJCAA Division III,863,"1,080","1,943","Public, 2-year",Women,,22,,,$610 ,"$13,425 ",,"$17,908 ",,"$19,822 "
Bard College,Soccer,Annandale-On-Hudson,NCAA Division III (without football),888,"1,094","1,982","Private nonprofit, 4-year or above",Women,,21,,,"$1,853 ","$38,920 ",,"$82,390 ",,"$80,500 "
Mount Saint Mary College,Soccer,Newburgh,NCAA Division III (without football),522,"1,185","1,707","Private nonprofit, 4-year or above",Women,,21,,,"$1,035 ","$21,725 ",,"$67,984 ",,"$64,826 "
Wells College,Soccer,Aurora,NCAA Division III (without football),172,347,519,"Private nonprofit, 4-year or above",Women,,21,,,$971 ,"$20,388 ",,"$46,111 ",,"$46,111 "
Onondaga Community College,Soccer,Syracuse,NJCAA Division III,"3,184","3,062","6,246","Public, 2-year",Women,,21,,,"$1,204 ","$25,276 ",,"$42,043 ",,"$39,914 "
CUNY Brooklyn College,Soccer,Brooklyn,NCAA Division III (without football),"4,115","5,697","9,812","Public, 4-year or above",Women,,21,,,$919 ,"$19,295 ",,"$32,840 ",,"$32,840 "
Mohawk Valley Community College,Soccer,Utica,NJCAA Division III,"1,985","2,002","3,987","Public, 2-year",Women,,21,,,$536 ,"$11,256 ",,"$24,855 ",,"$24,855 "
New York Institute of Technology,Soccer,Old Westbury,NCAA Division II (without football),"2,286","1,332","3,618","Private nonprofit, 4-year or above",Women,,20,,,$676 ,"$13,515 ",,"$341,837 ",,"$341,837 "
St Bonaventure University,Soccer,Saint Bonaventure,NCAA Division I-AAA,851,867,"1,718","Private nonprofit, 4-year or above",Women,,20,,,"$2,582 ","$51,640 ",,"$335,930 ",,"$335,930 "
SUNY Buffalo State,Soccer,Buffalo,NCAA Division III (with football),"3,485","4,793","8,278","Public, 4-year or above",Women,,20,,,"$1,657 ","$33,145 ",,"$168,996 ",,"$164,910 "
Dominican College of Blauvelt,Soccer,Orangeburg,NCAA Division II (without football),469,800,"1,269","Private nonprofit, 4-year or above",Women,,20,,,$745 ,"$14,905 ",,"$162,183 ",,"$162,183 "
Vassar College,Soccer,Poughkeepsie,NCAA Division III (without football),"1,049","1,331","2,380","Private nonprofit, 4-year or above",Women,,20,,,"$1,520 ","$30,394 ",,"$110,859 ",,"$110,859 "
Hartwick College,Soccer,Oneonta,NAIA Division III,591,915,"1,506","Private nonprofit, 4-year or above",Women,,20,,,"$1,090 ","$21,795 ",,"$100,488 ",,"$100,488 "
Fashion Institute of Technology,Soccer,New York,NJCAA Division III,"1,033","6,359","7,392","Public, 4-year or above",Women,,20,,,"$2,298 ","$45,958 ",,"$72,958 ",,"$72,958 "
SUNY at Purchase College,Soccer,Purchase,NCAA Division III (without football),"1,648","2,046","3,694","Public, 4-year or above",Women,,20,,,$767 ,"$15,341 ",,"$43,000 ",,"$41,710 "
CUNY York College,Soccer,Jamaica,NCAA Division III (without football),"1,736","3,333","5,069","Public, 4-year or above",Women,,20,,,"$1,060 ","$21,200 ",,"$36,092 ",,"$39,325 "
College of Staten Island CUNY,Soccer,Staten Island,NCAA Division III (without football),"4,528","5,493","10,021","Public, 4-year or above",Women,,20,,,"$1,003 ","$20,057 ",,"$31,557 ",,"$31,557 "
Nassau Community College,Soccer,Garden City,NJCAA Division III,"6,765","6,210","12,975","Public, 2-year",Women,,20,,,$578 ,"$11,560 ",,"$29,722 ",,"$29,722 "
Herkimer County Community College,Soccer,Herkimer,NJCAA Division III,810,"1,023","1,833","Public, 2-year",Women,,20,,,$570 ,"$11,398 ",,"$28,976 ",,"$28,976 "
CUNY Queens College,Soccer,Queens,NCAA Division II (without football),"4,942","6,119","11,061","Public, 4-year or above",Women,,19,,,$368 ,"$6,999 ",,"$142,300 ",,"$138,077 "
SUNY College of Technology at Canton,Soccer,Canton,Other,"1,288","1,505","2,793","Public, 4-year or above",Women,,19,,,"$1,620 ","$30,774 ",,"$102,831 ",,"$97,511 "
Hilbert College,Soccer,Hamburg,NCAA Division III (without football),370,472,842,"Private nonprofit, 4-year or above",Women,,19,,,"$1,406 ","$26,709 ",,"$38,420 ",,"$38,420 "
Jefferson Community College,Soccer,Watertown,NJCAA Division III,898,"1,234","2,132","Public, 2-year",Women,,19,,,$476 ,"$9,038 ",,"$18,855 ",,"$18,855 "
Bryant & Stratton College-Syracuse,Soccer,Syracuse,Other,135,254,389,"Private for-profit, 2-year",Women,,18,,,"$3,199 ","$57,576 ",,"$281,052 ",,"$281,052 "
Concordia College-New York,Soccer,Bronxville,NCAA Division II (without football),276,555,831,"Private nonprofit, 4-year or above",Women,,18,,,$464 ,"$8,360 ",,"$234,470 ",,"$234,470 "
Keuka College,Soccer,Keuka Park,NCAA Division III (without football),383,964,"1,347","Private nonprofit, 4-year or above",Women,,18,,,"$1,770 ","$31,860 ",,"$67,138 ",,"$67,138 "
Berkeley College-New York,Soccer,New York,Other,"1,449","2,433","3,882","Private for-profit, 4-year or above",Women,,18,,,"$2,458 ","$44,250 ",,"$52,750 ",,"$52,750 "
Cayuga County Community College,Soccer,Auburn,NJCAA Division III,790,"1,227","2,017","Public, 2-year",Women,,18,,,"$1,274 ","$22,924 ",,"$32,294 ",,"$32,294 "
CUNY Lehman College,Soccer,Bronx,NCAA Division III (without football),"1,961","3,903","5,864","Public, 4-year or above",Women,,18,,,$770 ,"$13,863 ",,"$31,687 ",,"$31,687 "
SUNY Maritime College,Soccer,Throggs Neck,NCAA Division III (with football),"1,419",160,"1,579","Public, 4-year or above",Women,,18,,,$574 ,"$10,328 ",,"$30,450 ",,"$31,348 "
Niagara County Community College,Soccer,Sanborn,NJCAA Division III,"1,739","2,210","3,949","Public, 2-year",Women,,18,,,$982 ,"$17,670 ",,"$29,670 ",,"$30,670 "
Tompkins Cortland Community College,Soccer,Dryden,NJCAA Division III,"1,062","1,182","2,244","Public, 2-year",Women,,18,,,"$1,062 ","$19,117 ",,"$28,836 ",,"$28,836 "
CUNY Borough of Manhattan Community College,Soccer,New York,NJCAA Division III,"7,501","9,601","17,102","Public, 2-year",Women,,18,,,$936 ,"$16,855 ",,"$25,731 ",,"$25,731 "
Manhattanville College,Soccer,Purchase,NCAA Division III (without football),609,"1,098","1,707","Private nonprofit, 4-year or above",Women,,17,,,$576 ,"$9,791 ",,"$81,550 ",,"$74,652 "
Yeshiva University,Soccer,New York,NCAA Division III (without football),"1,433","1,291","2,724","Private nonprofit, 4-year or above",Women,,17,,,"$3,551 ","$60,361 ",,"$72,303 ",,"$72,303 "
Sarah Lawrence College,Soccer,Bronxville,Other,385,966,"1,351","Private nonprofit, 4-year or above",Women,,17,,,"$1,458 ","$24,784 ",,"$68,277 ",,"$68,277 "
SUNY College of Agriculture and Technology at Cobleskill,Soccer,Cobleskill,NCAA Division III (without football),"1,177","1,233","2,410","Public, 4-year or above",Women,,17,,,"$1,646 ","$27,975 ",,"$55,369 ",,"$55,369 "
CUNY City College,Soccer,New York,NCAA Division III (without football),"4,509","4,790","9,299","Public, 4-year or above",Women,,17,,,$669 ,"$11,380 ",,"$35,345 ",,"$36,460 "
Finger Lakes Community College,Soccer,Canandaigua,NJCAA Division III,"1,506","1,750","3,256","Public, 2-year",Women,,17,,,$810 ,"$13,777 ",,"$24,432 ",,"$24,432 "
Erie Community College,Soccer,Buffalo,NJCAA Division III,"4,307","4,006","8,313","Public, 2-year",Women,,16,,,$973 ,"$15,569 ",,"$51,615 ",,"$51,628 "
CUNY Medgar Evers College,Soccer,Brooklyn,NCAA Division III (without football),"1,233","3,011","4,244","Public, 4-year or above",Women,,16,,,"$1,020 ","$16,323 ",,"$22,958 ",,"$22,958 "
Clinton Community College,Soccer,Plattsburgh,NJCAA Division III,431,480,911,"Public, 2-year",Women,,16,,,$625 ,"$10,000 ",,"$16,950 ",,"$16,950 "
Morrisville State College,Soccer,Morrisville,NCAA Division III (with football),"1,283","1,221","2,504","Public, 4-year or above",Women,,15,,,"$2,619 ","$39,280 ",,"$89,883 ",,"$89,883 "
SUNY Broome Community College,Soccer,Binghamton,NJCAA Division III,"1,973","2,318","4,291","Public, 2-year",Women,,15,,,"$1,408 ","$21,113 ",,"$33,424 ",,"$33,424 "
CUNY Kingsborough Community College,Soccer,Brooklyn,NJCAA Division III,"4,767","5,398","10,165","Public, 2-year",Women,,15,,,$578 ,"$8,673 ",,"$25,450 ",,"$16,980 "
SUNY Institute of Technology at Utica-Rome,Soccer,Utica,NCAA Division III (without football),"1,090",523,"1,613","Public, 4-year or above",Women,,13,,,"$2,743 ","$35,661 ",,"$69,109 ",,"$68,010 "
Fulton-Montgomery Community College,Soccer,Johnstown,NJCAA Division III,713,804,"1,517","Public, 2-year",Women,,13,,,$526 ,"$6,841 ",,"$23,159 ",,"$15,058 "
Saint Joseph's College-New York,Softball,Brooklyn,NCAA Division III (without football),"1,103","2,118","3,221","Private nonprofit, 4-year or above",Women,,38,,,"$1,495 ","$56,816 ",,"$89,125 ",,"$89,125 "
Mercy College,Softball,Dobbs Ferry,NCAA Division II (without football),"1,636","3,474","5,110","Private nonprofit, 4-year or above",Women,,31,,,"$2,950 ","$91,453 ",,"$304,159 ",,"$292,941 "
Pace University-New York,Softball,New York,NCAA Division II (with football),"2,857","4,362","7,219","Private nonprofit, 4-year or above",Women,,24,,,"$2,312 ","$55,477 ",,"$371,674 ",,"$363,388 "
SUNY College at Geneseo,Softball,Geneseo,NCAA Division III (without football),"2,278","3,136","5,414","Public, 4-year or above",Women,,24,,,"$2,373 ","$56,961 ",,"$75,281 ",,"$73,746 "
The College of New Rochelle,Softball,New Rochelle,NCAA Division III (without football),286,"2,379","2,665","Private nonprofit, 4-year or above",Women,,24,,,"$1,111 ","$26,669 ",,"$42,218 ",,"$42,218 "
SUNY College at Cortland,Softball,Cortland,NCAA Division III (with football),"2,631","3,572","6,203","Public, 4-year or above",Women,,23,,,"$4,094 ","$94,160 ",,"$213,292 ",,"$213,292 "
Saint John Fisher College,Softball,Rochester,NCAA Division III (with football),"1,078","1,581","2,659","Private nonprofit, 4-year or above",Women,,23,,,"$2,774 ","$63,794 ",,"$159,176 ",,"$159,176 "
SUNY College at Brockport,Softball,Brockport,NCAA Division III (with football),"2,904","3,400","6,304","Public, 4-year or above",Women,,23,,,"$1,258 ","$28,938 ",,"$62,709 ",,"$62,709 "
